School,Physical Address,Street,City,State,ZipCode,Total Tuition In State,Tuition per Credit In State,In-state fees,Total Tuition Out of State,Tuition per Credit Out of State,Out-of-state fees,Total Grad Acct Completions (2019-2020),Total UnderGrad Acct Completions (2019-2020),Program Website,Degree Program Name,Modality,Program Degree Credits,Programmic Accrediation ,Grad Course Number,Name of Course,Description,Course Credits,Prerequisite,Core or Elective,Competencies
Averett University-Non-Traditional Programs,"420 W Main St, Danville, VA, 24541",420 W Main St, Danville,Virginia,24541," $11,790.00 ", $565.00 , $300.00 ," $11,790.00 ", $565.00 , $300.00 ,0,1,https://gps.averett.edu/master-of-accountancy/,MS Accountancy ,Fully online,30,None,ACC 511,Advanced Financial Accounting,"A critical examination and analysis of accounting principles and relationships that explain observed practices and
predict unobserved practices. Special emphasis is placed on the determination of cost, income, valuation, and
statement presentation. ",3,None,Core,Analysis 
Averett University-Non-Traditional Programs,"420 W Main St, Danville, VA, 24541",420 W Main St, Danville,Virginia,24541," $11,790.00 ", $565.00 , $300.00 ," $11,790.00 ", $565.00 , $300.00 ,0,1,https://gps.averett.edu/master-of-accountancy/,MS Accountancy ,Fully online,30,None,ACC 518,Advanced Managerial Accounting,"This course provides students with research techniques relating to the principles and uses of accounting from a
management perspective. Topics are addressed in a case study format and include preparation and analysis of
accounting information, financial and managerial reporting, costing methods, contribution analysis, planning and
budgeting, variance analysis, and performance measures and benchmarking.",3,None,Core,Management Skills
Averett University-Non-Traditional Programs,"420 W Main St, Danville, VA, 24541",420 W Main St, Danville,Virginia,24541," $11,790.00 ", $565.00 , $300.00 ," $11,790.00 ", $565.00 , $300.00 ,0,1,https://gps.averett.edu/master-of-accountancy/,MS Accountancy ,Fully online,30,None,ACC 507,Seminar in Accounting Integrated Topics,,3,None,Core,Management Skills
Averett University-Non-Traditional Programs,"420 W Main St, Danville, VA, 24541",420 W Main St, Danville,Virginia,24541," $11,790.00 ", $565.00 , $300.00 ," $11,790.00 ", $565.00 , $300.00 ,0,1,https://gps.averett.edu/master-of-accountancy/,MS Accountancy ,Fully online,30,None,BSA 503,Issues in Business,"A study of legal issues and ethics particular to the accounting profession from such topics as contracts, sales,
agency, all business entities, commercial paper, personal property, bankruptcy, and government relations. ",3,None,Core,Ethics and CSR
Averett University-Non-Traditional Programs,"420 W Main St, Danville, VA, 24541",420 W Main St, Danville,Virginia,24541," $11,790.00 ", $565.00 , $300.00 ," $11,790.00 ", $565.00 , $300.00 ,0,1,https://gps.averett.edu/master-of-accountancy/,MS Accountancy ,Fully online,30,None,ACC 506,Governmental And Not-For-Profit,"A study of the accounting processes unique to government and not-for-profit agencies. This course examines
accounting and reporting requirements for the various levels of government and not-for-profit organizations. ",3,None,Core,Reporting
Averett University-Non-Traditional Programs,"420 W Main St, Danville, VA, 24541",420 W Main St, Danville,Virginia,24541," $11,790.00 ", $565.00 , $300.00 ," $11,790.00 ", $565.00 , $300.00 ,0,1,https://gps.averett.edu/master-of-accountancy/,MS Accountancy ,Fully online,30,None,BSA 527,Financial Analysis and Investments,"This course provides students with theoretical and real-world approaches to financial statement analysis and
investment evaluations. The application part of the course discusses available investment instruments and considers
the operation of capital markets in the U. S. and around the world. The theoretical portion discusses how to evaluate
investment opportunity to develop a portfolio of investments that will satisfy risk-return objections. The topics
include analysis of financial statements, basic investment theory, bond and common stock analysis, portfolio theory
and management, and derivative security analysis. ",3,None,Elective,Analysis 
Averett University-Non-Traditional Programs,"420 W Main St, Danville, VA, 24541",420 W Main St, Danville,Virginia,24541," $11,790.00 ", $565.00 , $300.00 ," $11,790.00 ", $565.00 , $300.00 ,0,1,https://gps.averett.edu/master-of-accountancy/,MS Accountancy ,Fully online,30,None,ACC 513,Forensic & Investigation,"A study of the basic principles of forensic and investigative accounting methods for gathering evidence, taking
statements, writing reports, and assisting in the detection and deterrence of fraud. A case-based approach will be
used to draw on the common body of knowledge in the four areas of accounting and auditing, forensic accounting
investigation techniques, the legal elements of fraud, and criminology and ethics.",3,None,Elective,Ethics and CSR
Averett University-Non-Traditional Programs,"420 W Main St, Danville, VA, 24541",420 W Main St, Danville,Virginia,24541,11790,565,300,11790,565,300,0,1,https://gps.averett.edu/master-of-accountancy/,MS Accountancy ,Fully online,30,None,ACC 512,Advanced Taxation,"This course provides students with an in-depth understanding regarding the formation, compliance, and liquidation
of corporations and partnerships as well as issues surrounding trusts and estates. Particular attention is paid to
analyzing the impact on shareholders, partners, and beneficiaries of the respective entities. ",3,None,Core,Tax Compliance
York College of Pennsylvania,"441 Country Club Rd, York, Pennsylvania 1740","441 Country Club Rd,",York,Pennsylvania,17403-3651," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 515,Accounting Theory,"This course is a study of the role of accounting in society and the theory that provides the underpinning for modern financial reporting.  The course provides an understanding of the issues and development of Generally Accepted Accounting Principles and major stakeholders in developing accounting standards.  The course examines the economic forces, competing interests, and regulatory institutions that shape the way regulators make accounting policy choices.  In addition to discussing accounting in its familiar role as an income measurement tool and as an input to decisions under uncertainty, students study how efficient markets, compensation practices, debt covenants, and other broad economic consequences impact accounting policy makers",3,,Core,
York College of Pennsylvania,"441 Country Club Rd, York, Pennsylvania 1740","441 Country Club Rd,",York,Pennsylvania,17403-3651," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 524,Federal Tax Planning and Research,"This course will provide an introduction to fundamental concepts of federal law impacting individuals and corporations. The focus will be on understanding how to integrate tax strategy into the bigger picture of corporate decision-making and will incorporate Internal Revenue Code sections, Treasury regulations, and research in online legal databases and current journal publications.  Students will gain a broad exposure to the tax implications of business decisions ranging from corporate formation to corporate acquisitions and divestitures. Students will also be introduced to how tax planning decisions affect financial metrics.  T",3,MBA524,Elective,
York College of Pennsylvania,"442 Country Club Rd, York, Pennsylvania 1740","442 Country Club Rd,",York,Pennsylvania,17403-3652," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 528,Special Topics in Accounting,"This course provides a continuing in-depth study of Accounting principles and current concepts.  Subjects may include contemporary accounting issues, ethical concerns in accounting, govermental units, non-profit organizations, multinational enterprises, and fiduciaries",3,,Core,
York College of Pennsylvania,"443 Country Club Rd, York, Pennsylvania 1740","443 Country Club Rd,",York,Pennsylvania,17403-3653," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 538,Controllership Issues,"This course will provide a comprehensive overview of the roles and responsibilities of controllers in today’s corporate environment. Students will learn the controller’s role in facilitating investor relationships, internal control, profit planning, cost control, external financial reporting, and best practices in long range and short-term planning. The course will address internal managerial reporting, external financial reporting, and governmental tax reporting as well as the relationship between the function of the controller and other corporate executive functions.  ",3,MBA538,Elective,
York College of Pennsylvania,"444 Country Club Rd, York, Pennsylvania 1740","444 Country Club Rd,",York,Pennsylvania,17403-3654," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 548,Advanced Managerial Accounting,"An advanced study of managerial accounting and its use as a tool of management. The course stresses the analysis and presentation of accounting data for use by management in decision making and planning. Subject areas include cost allocation, inventory planning and control, joint-product costing, by-product costs, cost behavior patterns, and sales and production mix. ",3,,Core,
York College of Pennsylvania,"445 Country Club Rd, York, Pennsylvania 1740","445 Country Club Rd,",York,Pennsylvania,17403-3655," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 552,Accounting Information Systems,"This course investigates and analyzes the role of accounting information systems (AIS) within companies? operating environments. Emphasis is placed upon internal controls, current technology (including databases), application of AIS, and AIS auditing techniques.  T",3, MBA552,Elective,
York College of Pennsylvania,"446 Country Club Rd, York, Pennsylvania 1740","446 Country Club Rd,",York,Pennsylvania,17403-3656," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 562,Financial Statement Analysis,"An intensive study of financial statement analysis, with emphasis on description and explanation of the demand and supply forces underlying the provision of financial statement data, properties of the numbers derived from financial statements, key aspects of decisions that use financial statement information, and features of the environment in which these decisions are made",3, MBA562,Elective,
York College of Pennsylvania,"447 Country Club Rd, York, Pennsylvania 1740","447 Country Club Rd,",York,Pennsylvania,17403-3657," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 565,Fraud and Forensics,"Students will pursue an in-depth study of fraudulent financial accounting with a focus on fraud examination.  The course also introduces the basics of forensic accounting.  Through a series of readings, studies, problems and cases, students will use their background in accounting and audit to improve skills and techniques in the identification of fraud in the workplace and the impact on public reporting parties and markets",3,,Core,
York College of Pennsylvania,"448 Country Club Rd, York, Pennsylvania 1740","448 Country Club Rd,",York,Pennsylvania,17403-3658," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 571,Advanced Auditing,"This course will provide a deeper analysis of auditing and its value to capital markets.  Course content will focus on tools, test procedures, and processes used to audit an organization during various accounting cycles.  The course will also provide an understanding of the client selection process, sampling techniques, and the audit conclusion phase including the issuance of the final audit opinion.  The role and responsibilities of internal auditing are also addressed. ",3,,Core,
York College of Pennsylvania,"449 Country Club Rd, York, Pennsylvania 1740","449 Country Club Rd,",York,Pennsylvania,17403-3659," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 572,Corporate Finance,"Analytical approach to the management of financial resources and the selection of financing alternatives. Includes working capital, capital budget management, and the analysis of alternative investments and short- to long-range sources of financing. ",3,MBA572,Elective,
York College of Pennsylvania,"450 Country Club Rd, York, Pennsylvania 1740","450 Country Club Rd,",York,Pennsylvania,17403-3660," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1420,MS Accountancy,Fully Online ,30,None,ACC 580,Advanced Accounting,"An in-depth study of accounting principles and current concepts in which theory and practice are reconciled.  Subjects include accounting for business combinations, preparing consolidated financial statements, segment and interim reporting, accounting for partnerships, and accounting for international transactions.  The course also covers accounting for foreign currency hedges and translating foreign businesses in US dollars.",3,,Core,
York College of Pennsylvania,"451 Country Club Rd, York, Pennsylvania 1740","451 Country Club Rd,",York,Pennsylvania,17403-3661," $12,870.00 ", $660.00 , $-   , $-   , $-   , $-   ,3,20,https://catalog.ycp.edu/content.php?catoid=34&navoid=1421,MS Accountancy,Fully Online ,30,None,ACC 590,Graduate Accounting Internship,"This course provides a planned and supervised work experience at selected, cooperating firms.  Internships require students to meet periodically with a faculty supervisor, provide written deliverables, and participate in an end-of-internship evaluation.  The student is expected to complete at least 120 hours over the semester",3,,Elective,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0630,Foundations in Ethics: Applications to Business and the CPA Profession,"This course covers the basic tenets of ethical and professional conduct including an introduction to the psychology of moral development, judgment and values, and the role of rules of ethics. Focus is on the AICPA Code of Professional Conduct, AICPA and SEC independence rules, as well as current developments in the ethics environment for CPAs. Course provides a basis for aiding business professionals in effectively managing situations involving ethical behavior and in developing corporate policies regarding business ethics. An examination of the ethical dilemmas and conflicts involved in recent corporate scandals will be included.",3,,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0628,Fraud Examination,"A basic course introducing the concepts of asset misappropriation, fraudulent financial statements, corruption schemes, and tax fraud. Topics include the motivations behind fraud, methods for detecting and preventing fraud, the CPA’s responsibilities regarding the detection of fraud, and ways accountants and managers can prevent, detect, and report fraudulent schemes. Examines the forensic accountant’s role in the investigation and resolution of various types of fraud. Guest speakers and videos with commentary by those who have perpetrated frauds will be included.",3,,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0624,Advanced Cost Accounting,"Course covers advanced treatment of cost accounting topics. Topics may include activity-based costing and management, statistical estimation of cost and revenue behavior, capital budgeting, linear programming, inventory control methods, transfer pricing, performance measurement in decentralized operations, and the impact of technology changes on the managerial structure.",3,,Elective,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0625 ,Financial Statement Disclosure and Analysis,"This course exposes students to the financial reporting and disclosure practices of U.S. companies in the contemporary operating environment. Topics may include current issues in asset valuation, and measurement of liabilities and stockholders’ equity including the measurement of comprehensive income. Student’s skills in analyzing accounting information to make investment, credit, solvency, and other management decisions will be developed through the use of actual companies’ financial information",3,,Elective,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,MGMT 0632,Business Law for Accountants,"Focuses on the law surrounding commercial transactions, particularly those relevant to accountants and auditors. Topics include contract law, the Uniform Commercial Code, agency law, the major forms of doing business including partnerships, corporations, and limited liability companies, securities regulations, bankruptcy, property laws, and accountant/auditor liability. Recent developments in law and relevant cases are discussed",3,,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0635 ,Contemporary Professional Accounting Problems,"Examines current professional accountancy problems and current accounting theory with primary topics changing from semester to semester. The course may include review of recent professional standards, ethics, auditor independence, the Sarbanes-Oxley Act, legal liability of the accountant, tax compliance, C.P.A. and C.M.A. examination problems, and the information technology environment of the accountant",3,,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0636,Federal Income Taxation II,"Course emphasizes the federal income taxation of corporations and partnerships with an introduction to the income taxation of estates and trusts. Topics include the implications of tax policy, income determination, deductions and credits, acquisition and disposition of property and resulting implications for gains and losses. Tax planning and tax research will be included. The skills to prepare reasonably complex tax returns are developed.",3,,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0510,Federal Income Taxation I,"A first course in Federal Taxation which provides an overview of past and present Internal Revenue Codes. Emphasis is on personal and business income tax procedures and preparation. Exclusions, deductions and income from proprietorships, partnerships, rental units, trusts and estates, dividends and interest are included.",3,ACCT 0105,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0511,Auditing,"Covers the principles of auditing, using accounting principles as criteria. Current auditing theioies, standards, procedures, and techniques are studied. Auditing procedures and analysis of supporting documentation materials are emphasized to ascertain how they lead to the development of an audit opinion. The course studies the legal, ethical, and technical environment in which the auditor works. A practice case study is required.",3,ACCT 0105,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0515,Financial Reporting I,"Advances the depth of accounting concepts pursued in the accounting principles courses. The course begins with an overall review of basic financial concepts and the essentials of the accounting process. It continues wih a more indepth view of income recognition and measurement, accounting changes and errors, and a detailed look at various assets are covered to include cash, receivables, and inventory.",3,ACCT 0105,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0516,Financial Reporting II,"Continues the advanced study of Gnerally Accepted Accounting Principles (GAAP) guiding the preparation of corporate financial statements. The topics addressed include: property, plant and equipment; depreciation; intangibles; liabilities; investments; stockholder’s equity; and earnings per share.",3,ACCT 0515,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0517,Cost Accounting,"This course provides a strong conceptual foundation in the preparation of information for use by management in the planning and control of business operations. Topice covered will include cost-volume-profit analysis, job costing, activity-based costing, process costing master budgets, flexibility budgets, and variance analysis. Students will be reuired to use spreadsheet software extensively in several case studies.",3,ACCT 0105,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0518 ,Financial Reporting III,"Continues the advanced study of Generally Accepted Accounting Principles (GAAP) guiding the preparation of corporate financial statements. The topics addressed include: leases; pensions and other postretirement benefits; deferred taxes; an introduction to accounting for business combinations, and other advanced financial reporting issues.",3,ACCT 0516 or Permission of Instructor,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0545,Accounting Information Systems,"Study of factors considered in the design, development, and implementation of accounting related information systems. Topics may include computer feasibility studies, business processes and transaction cycles, general ledger and financial reporting, proper system documentation, internal controls and audir trails, implementation issues, the internet on accounting information systems.",3,ACCT 0105,Core,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0531 ,Advanced Accounting,"An intensive course that specializes in areas of accounting including: partnerships and joint ventures, branches, consolidated statements, segment reporting, interim statements, multi-national companies, bankruptcy and reorganization, installments and consignments, fund accounting, and estates and trusts.",3,ACCT 0516 or Permission of Instructor,Elective,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0631 ,Municipal and Fund Accounting,"An overview of generally accepted accounting principles (GAAP) for non-for-profit and government agencies including FASB statements numbers 116 and 117, which have a significant impact on financial reporting for non-profit organizations. The goal is to come to a clear understanding of the accounting and financial principles required by GAAP, the limitations of GAAP financial statements, and what the implications are for the non-profit organization.",3,,Elective,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0640,Internship in Accounting,"The internship will provide the student with a valuable learning experience enabling them to apply prior classroom study to an experience in professional employment in either public, corporate, or government accounting. Each student is required to develop a term project related to the work experience under the supervision of an internship coordinator.",3,,Elective,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0633,Advanced Auditing,"This advanced course in auditing will further develop the student’s skills and research abilities in assurance services. Numerous case studies will be used to further develop the student’s audit and assurance skills. Emphasis will be on risk analysis, development of research skills in accounting and auditing, audit documentation, and development of leadership, teamwork and communication skills including effective report writing. An introduction to fraud examination and the impact of information technology on the audit process will be included.",3,,Elective,
Westfield State University,"577 Western Ave, Westfield, Massachusetts 01086-1630",577 Western Ave,Westfield,Massachusetts,01086-1630," $2,232.00 ", $372.00 ," $4,806.00 ", $-   , $-   , $-   ,8,0,https://www.westfield.ma.edu/academics/degrees/accounting-graduate-programs,MS Accountancy,Partially Online,30,None,ACCT 0627,Issues in Accounting for Public Companies,"This course explores the recent developments in U.S. and international accounting for public companies. Topics may include issues associated with the globalization of business, consolidations and business combinations, pension plans, financial regulation and financial reporting standards for selected foreign operations, and recent standards set forth by the Securities and Exchange Commission’s Public Companies’ Accounting Oversight Board.",3,,Elective,
Bay Path University,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",588 Longmeadow Street,Longmeadow,Massachusetts,01106-," $19,235.00 ", $855.00 , $-   , $-   , $-   , $-   ,17,19,https://www.baypath.edu/academics/graduate-programs/accounting-ms/public-accounting/,MS Accountancy,Fully Online ,30,None,ACC550,Controllership,"This course focuses on the Controller’s role in the development and growth of today’s businesses. Topics include planning and control, financial reporting and interpretation, tax administration, development of accounting systems and controls, strategic planning, and e-business. Oversight of the internal and EDP audit functions will also be covered.",3,,Core,
Bay Path University,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",588 Longmeadow Street,Longmeadow,Massachusetts,01106-," $19,235.00 ", $855.00 , $-   , $-   , $-   , $-   ,17,19,https://www.baypath.edu/academics/graduate-programs/accounting-ms/public-accounting/,MS Accountancy,Fully Online ,30,None,ACC630,Government & Nonprofit Accounting,"This course will provide an in depth study of state and local government accounting and reporting as well as accounting for not-for-profit organizations including colleges, universities and health care organizations. Federal government accounting and special auditing considerations related to government and nonprofit accounting will also be covered.",3,,Core,
Bay Path University,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",588 Longmeadow Street,Longmeadow,Massachusetts,01106-," $19,235.00 ", $855.00 , $-   , $-   , $-   , $-   ,17,19,https://www.baypath.edu/academics/graduate-programs/accounting-ms/public-accounting/,MS Accountancy,Fully Online ,30,None,ACC635,Advanced Financial Reporting,"This course emphasizes the fundamental techniques of financial statement analysis. Building upon core accounting and investment concepts, the course covers the analysis (including ratio analysis) and interpretation of financial accounting information including the balance sheet, income statement, and statement of cash flows. The course also examines the use of accounting information in investment and credit decisions.",3,,Core,
Bay Path University,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",588 Longmeadow Street,Longmeadow,Massachusetts,01106-," $19,235.00 ", $855.00 , $-   , $-   , $-   , $-   ,17,19,https://www.baypath.edu/academics/graduate-programs/accounting-ms/public-accounting/,MS Accountancy,Fully Online ,30,None,ACC640,Gift and Estate Taxation,"This course examines Federal tax law as it relates to gift and estate taxes. Topics include basic estate planning concepts, gift planning fundamentals, and planning issues related to closely held business interests. The unified transfer tax, gift and estate taxes, and the taxation of trusts will also be covered.",3,,Core,
Bay Path University,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",588 Longmeadow Street,Longmeadow,Massachusetts,01106-," $19,235.00 ", $855.00 , $-   , $-   , $-   , $-   ,17,19,https://www.baypath.edu/academics/graduate-programs/accounting-ms/public-accounting/,MS Accountancy,Fully Online ,30,None,ACC645,Advanced Taxation for Corporations and Pass-Through Entities,"This course examines advanced issues related to corporations such as reorganizations, liquidations, mergers, acquisitions and the consolidated tax return. Advanced issues related to partnerships and limited liability companies such as special basis adjustment elections, allocation of non-recourse liabilities, property contributions with built-in gains and losses, the admission of a new partner and exit strategies are also covered.",3,,Core,
Bay Path University,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",588 Longmeadow Street,Longmeadow,Massachusetts,01106-," $19,235.00 ", $855.00 , $-   , $-   , $-   , $-   ,17,19,https://www.baypath.edu/academics/graduate-programs/accounting-ms/public-accounting/,MS Accountancy,Fully Online ,30,None,ACC647,Legal Issues in Accounting: Including Business Ethics & Social Responsibility,"This course involves a broad survey of legal problems encountered in business transactions; emphasis on implications to accountants and auditors. The course will cover contracts, sales, commercial paper, secured transactions, and surety ship and creditors' rights. As well as agency, bankruptcy, securities, and CPA legal liability. The course will also discuss ethics and social responsibility.",3,,Core,
Bay Path University,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",588 Longmeadow Street,Longmeadow,Massachusetts,01106-," $19,235.00 ", $855.00 , $-   , $-   , $-   , $-   ,17,19,https://www.baypath.edu/academics/graduate-programs/accounting-ms/public-accounting/,MS Accountancy,Fully Online ,30,None,ACC655,Advanced Auditing,"This course takes a case approach to the attestation function where students will plan, organize and perform audit examinations. Case simulations will require students to put auditing concepts into practice by analyzing risk, assessing the implications of Sarbanes-Oxley, performing analytical procedures and preparing audit reports. The course will also utilize electronic working papers for documentation purposes.",3,,Core,
Bay Path University,"588 Longmeadow Street, Longmeadow, Massachusetts 01106",588 Longmeadow Street,Longmeadow,Massachusetts,01106-," $19,235.00 ", $855.00 , $-   , $-   , $-   , $-   ,17,19,https://www.baypath.edu/academics/graduate-programs/accounting-ms/public-accounting/,MS Accountancy,Fully Online ,30,None,ACC660,Advanced Cost Accounting,"This course involves the in-depth study of the principles and objectives of the techniques and theories used in managerial accounting. Topics such as capital budgeting, manufacturing accounting, management control systems, performance measurement, and quantitative techniques for planning and control will be discussed. The strategic and behavioral implications and impacts of planning and control will form the context for study.",3,,Elective,
